Tipo;Numero;Data;DataVencimento;Cliente;NIF;Artigo;Descricao;Qtd;Unidade;PU;Desconto%;IVA%;SubtotalSemIVA;TotalIVA;TotalLinha;Armazem;Vendedor;Observacoes
FT;FT 2025/9150;2026-09-07;2026-12-19;Zeta Industries Lda;PT254810282;ART050;Artigo ART050 - Lote 7932;32;UN;75.00;7;6;2232.00;133.92;2365.92;AZ04;João Silva;Ref 78198009
FR;FR 2025/3443;2025-10-20;2026-07-04;Theta Group Lda;PT586619001;ART018;Artigo ART018 - Lote 5544;159;PC;299.50;13;23;41429.83;9528.86;50958.69;AZ03;Sofia Martins;Ref 74418141
FR;FR 2025/8074;2026-09-12;2025-12-21;Iota Services SA;PT277102091;ART021;Artigo ART021 - Lote 6550;465;L;156.87;0;6;72944.55;4376.67;77321.22;AZ02;Catarina Lopes;Ref 07853633
ND;ND 2025/7127;2026-10-07;2026-11-02;Iota Services SA;PT025225959;ART018;Artigo ART018 - Lote 7373;416;M;1480.78;11;6;548243.99;32894.64;581138.63;AZ04;Nuno Rodrigues;Ref 44041761
RG;RG 2025/4413;2025-01-18;2025-07-01;Gama Corp;PT327661883;ART018;Artigo ART018 - Lote 0260;258;L;2559.52;10;23;594320.54;136693.72;731014.26;AZ02;Nuno Rodrigues;Ref 49223818
NC;NC 2025/7043;2026-06-08;2025-02-12;Theta Group Lda;PT757971886;ART033;Artigo ART033 - Lote 7392;370;PC;207.42;3;6;74443.04;4466.58;78909.62;AZ04;Bruno Alves;Ref 52943042
FT;FT 2025/5514;2026-03-04;2025-04-17;Delta Serviços Lda;PT087578729;ART050;Artigo ART050 - Lote 8232;331;L;507.26;2;13;164545.00;21390.85;185935.85;AZ01;Ana Pereira;Ref 82528493
FT;FT 2025/4964;2024-08-22;2026-08-19;Zeta Industries Lda;PT941079871;ART030;Artigo ART030 - Lote 0221;9;PC;1447.70;6;13;12247.54;1592.18;13839.72;AZ01;Rui Costa;Ref 82362438
ND;ND 2025/2731;2024-07-31;2026-11-05;Kappa Manufacturing Lda;PT391094003;ART025;Artigo ART025 - Lote 1001;445;PC;953.99;5;13;403299.27;52428.91;455728.18;AZ01;Maria Santos;Ref 99264905
ND;ND 2025/2246;2025-01-25;2025-02-09;Zeta Industries Lda;PT186243483;ART050;Artigo ART050 - Lote 5784;191;KG;1775.27;6;23;318731.98;73308.36;392040.34;AZ04;João Silva;Ref 54339078
NC;NC 2025/2950;2024-11-07;2026-01-15;Epsilon Tech SA;PT970839629;ART007;Artigo ART007 - Lote 5499;476;PC;2734.30;7;23;1210419.92;278396.58;1488816.50;AZ03;Sofia Martins;Ref 66920919
ND;ND 2025/7010;2024-08-15;2026-05-30;Epsilon Tech SA;PT958658481;ART007;Artigo ART007 - Lote 9584;360;L;1386.16;9;13;454106.02;59033.78;513139.80;AZ02;Sofia Martins;Ref 50345877
RG;RG 2025/6362;2026-07-06;2025-06-25;Theta Group Lda;PT424820297;ART025;Artigo ART025 - Lote 8203;480;M;1971.44;12;13;832736.26;108255.71;940991.97;AZ02;Nuno Rodrigues;Ref 75158082
RG;RG 2025/4964;2025-04-13;2025-11-30;Theta Group Lda;PT310266716;ART001;Artigo ART001 - Lote 2953;254;CX;1885.86;6;13;450267.93;58534.83;508802.76;AZ01;Bruno Alves;Ref 47537418
FT;FT 2025/2237;2024-02-05;2025-11-07;Gama Corp;PT854080384;ART025;Artigo ART025 - Lote 5298;185;M3;843.82;0;23;156106.70;35904.54;192011.24;AZ01;João Silva;Ref 51296189
NC;NC 2025/1849;2025-12-09;2025-07-28;Beta Solutions SA;PT732502090;ART045;Artigo ART045 - Lote 6902;40;KG;1045.02;15;13;35530.68;4618.99;40149.67;AZ02;Maria Santos;Ref 22682029
FR;FR 2025/5451;2025-03-04;2026-09-28;Zeta Industries Lda;PT649783084;ART033;Artigo ART033 - Lote 4236;253;CX;1126.51;7;6;265056.54;15903.39;280959.93;AZ05;Sofia Martins;Ref 54427558
ND;ND 2025/1125;2026-05-31;2025-10-23;Delta Serviços Lda;PT273476502;ART045;Artigo ART045 - Lote 1895;400;L;2908.35;10;23;1047006.00;240811.38;1287817.38;AZ02;João Silva;Ref 16603083
ND;ND 2025/7948;2025-10-11;2025-06-22;Epsilon Tech SA;PT522705981;ART018;Artigo ART018 - Lote 7325;82;PC;624.66;2;13;50197.68;6525.70;56723.38;AZ03;João Silva;Ref 78554688
ND;ND 2025/0564;2025-09-24;2026-09-06;Zeta Industries Lda;PT799693074;ART015;Artigo ART015 - Lote 7943;29;CX;1731.81;11;23;44698.02;10280.54;54978.56;AZ02;Maria Santos;Ref 92990031
NC;NC 2025/8898;2026-04-03;2025-04-14;Delta Serviços Lda;PT229709928;ART040;Artigo ART040 - Lote 8919;5;L;1927.51;15;13;8191.92;1064.95;9256.87;AZ03;Sofia Martins;Ref 59836170
NC;NC 2025/7157;2025-01-13;2025-10-06;Zeta Industries Lda;PT460103488;ART015;Artigo ART015 - Lote 3586;266;M2;120.04;0;6;31930.64;1915.84;33846.48;AZ03;Rui Costa;Ref 36371627
RG;RG 2025/7576;2026-11-24;2026-10-01;Iota Services SA;PT204249468;ART040;Artigo ART040 - Lote 8240;454;M2;2135.24;14;23;833683.11;191747.12;1025430.23;AZ04;Catarina Lopes;Ref 91687230
NC;NC 2025/4453;2024-07-03;2026-11-02;Iota Services SA;PT251849510;ART015;Artigo ART015 - Lote 5217;391;M;1204.64;15;13;400362.10;52047.07;452409.17;AZ04;João Silva;Ref 99705850
FT;FT 2025/8036;2026-02-27;2026-09-07;Beta Solutions SA;PT875063865;ART001;Artigo ART001 - Lote 6433;48;UN;308.31;5;13;14058.94;1827.66;15886.60;AZ05;Carlos Oliveira;Ref 81127166
ND;ND 2025/2877;2025-02-21;2025-09-28;Theta Group Lda;PT781138843;ART015;Artigo ART015 - Lote 4043;59;M3;1390.77;0;13;82055.43;10667.21;92722.64;AZ01;João Silva;Ref 96634363
NC;NC 2025/1060;2026-05-15;2026-09-08;Beta Solutions SA;PT897527459;ART018;Artigo ART018 - Lote 8340;242;CX;791.24;1;23;189565.28;43600.01;233165.29;AZ05;João Silva;Ref 10029215
ND;ND 2025/6912;2026-12-08;2026-03-24;ACME Lda;PT632802882;ART007;Artigo ART007 - Lote 6899;470;KG;262.71;3;23;119769.49;27546.98;147316.47;AZ01;Sofia Martins;Ref 37257197
ND;ND 2025/2353;2026-05-04;2026-07-03;Theta Group Lda;PT415429097;ART001;Artigo ART001 - Lote 5072;247;M;1570.16;5;6;368438.04;22106.28;390544.32;AZ01;Maria Santos;Ref 57599570
ND;ND 2025/4980;2025-02-14;2026-05-30;Iota Services SA;PT729437056;ART040;Artigo ART040 - Lote 2237;304;UN;402.33;11;6;108854.40;6531.26;115385.66;AZ05;Maria Santos;Ref 97147356
ND;ND 2025/7860;2025-04-27;2025-09-23;Kappa Manufacturing Lda;PT512731484;ART040;Artigo ART040 - Lote 6042;205;PC;2403.94;1;13;487879.62;63424.35;551303.97;AZ01;Maria Santos;Ref 38908766
NC;NC 2025/4929;2024-11-16;2025-12-26;Epsilon Tech SA;PT504877840;ART021;Artigo ART021 - Lote 2865;488;M3;738.64;13;6;313597.00;18815.82;332412.82;AZ03;Rui Costa;Ref 07213220
ND;ND 2025/3663;2026-10-31;2026-02-28;Epsilon Tech SA;PT145674814;ART030;Artigo ART030 - Lote 8281;176;CX;1899.67;0;23;334341.92;76898.64;411240.56;AZ03;Rui Costa;Ref 43002433
NC;NC 2025/0850;2025-06-16;2026-03-24;Gama Corp;PT252553878;ART021;Artigo ART021 - Lote 8083;331;L;1644.85;14;13;468223.00;60868.99;529091.99;AZ05;Bruno Alves;Ref 01539056
ND;ND 2025/7291;2026-08-31;2026-01-29;Zeta Industries Lda;PT033015997;ART001;Artigo ART001 - Lote 3752;336;UN;2635.18;13;23;770315.82;177172.64;947488.46;AZ05;Ana Pereira;Ref 12165680
FT;FT 2025/8245;2024-05-10;2026-03-13;Kappa Manufacturing Lda;PT353506036;ART018;Artigo ART018 - Lote 7886;483;UN;263.73;13;13;110821.98;14406.86;125228.84;AZ02;Sofia Martins;Ref 08806078
NC;NC 2025/3812;2026-08-31;2026-09-17;Iota Services SA;PT280876967;ART001;Artigo ART001 - Lote 0831;336;PC;2490.07;9;13;761363.80;98977.29;860341.09;AZ04;João Silva;Ref 83329593
FR;FR 2025/1378;2024-01-12;2025-04-27;Theta Group Lda;PT258163963;ART045;Artigo ART045 - Lote 0850;64;M2;1125.46;8;23;66267.08;15241.43;81508.51;AZ03;Rui Costa;Ref 85189556
NC;NC 2025/2014;2024-11-04;2026-06-20;Kappa Manufacturing Lda;PT827214060;ART050;Artigo ART050 - Lote 8152;483;CX;2185.98;10;13;950245.51;123531.92;1073777.43;AZ02;João Silva;Ref 25159571
FR;FR 2025/1936;2024-04-13;2025-01-07;Delta Serviços Lda;PT212725086;ART003;Artigo ART003 - Lote 9004;294;L;2951.33;7;23;806952.65;185599.11;992551.76;AZ03;Rui Costa;Ref 22981692
ND;ND 2025/8247;2025-06-16;2025-03-04;ACME Lda;PT388063063;ART015;Artigo ART015 - Lote 9318;93;KG;1405.75;14;6;112431.88;6745.91;119177.79;AZ02;Nuno Rodrigues;Ref 12959633
FT;FT 2025/0276;2025-07-03;2025-07-31;Theta Group Lda;PT749808596;ART021;Artigo ART021 - Lote 3238;434;M2;130.86;10;13;51113.92;6644.81;57758.73;AZ02;Pedro Fernandes;Ref 66520450
RG;RG 2025/4474;2024-02-11;2026-04-17;Beta Solutions SA;PT603614557;ART003;Artigo ART003 - Lote 2651;456;M;580.45;9;6;240863.53;14451.81;255315.34;AZ05;Carlos Oliveira;Ref 83201694
ND;ND 2025/0390;2026-10-11;2025-11-26;Zeta Industries Lda;PT894734414;ART033;Artigo ART033 - Lote 9968;166;UN;1541.27;15;6;217473.20;13048.39;230521.59;AZ01;Catarina Lopes;Ref 26005116
ND;ND 2025/1413;2025-11-18;2026-05-06;ACME Lda;PT753372633;ART021;Artigo ART021 - Lote 8607;270;L;2016.46;13;6;473666.45;28419.99;502086.44;AZ01;Catarina Lopes;Ref 38105861
NC;NC 2025/7467;2026-06-10;2025-05-11;Gama Corp;PT289858333;ART021;Artigo ART021 - Lote 8185;196;KG;552.31;12;6;95262.43;5715.75;100978.18;AZ03;Nuno Rodrigues;Ref 37379712
ND;ND 2025/9433;2024-11-26;2026-07-17;Epsilon Tech SA;PT349033557;ART002;Artigo ART002 - Lote 9271;339;CX;823.72;7;13;259694.20;33760.25;293454.45;AZ03;Nuno Rodrigues;Ref 19114151
ND;ND 2025/8310;2024-09-11;2026-10-13;Theta Group Lda;PT270307010;ART045;Artigo ART045 - Lote 5970;255;M;1871.37;10;13;429479.41;55832.32;485311.73;AZ05;Ana Pereira;Ref 61948889
NC;NC 2025/3976;2026-01-17;2026-04-19;Gama Corp;PT512803735;ART045;Artigo ART045 - Lote 3499;2;UN;992.52;3;23;1925.49;442.86;2368.35;AZ03;Bruno Alves;Ref 93497718
FT;FT 2025/9049;2026-10-01;2025-02-04;Gama Corp;PT795011117;ART018;Artigo ART018 - Lote 0785;50;KG;699.31;3;13;33916.53;4409.15;38325.68;AZ05;Catarina Lopes;Ref 20079683
RG;RG 2025/2520;2025-06-09;2025-01-18;Theta Group Lda;PT630539263;ART030;Artigo ART030 - Lote 5156;275;M3;2658.74;15;13;621480.47;80792.46;702272.93;AZ02;Pedro Fernandes;Ref 80514058
RG;RG 2025/0381;2024-01-10;2026-02-04;ACME Lda;PT898587424;ART033;Artigo ART033 - Lote 1334;401;PC;2523.66;4;6;971508.15;58290.49;1029798.64;AZ04;Ana Pereira;Ref 41551794
FT;FT 2025/0080;2026-05-09;2026-03-08;Theta Group Lda;PT789824115;ART007;Artigo ART007 - Lote 4775;128;CX;1472.58;9;6;171526.12;10291.57;181817.69;AZ03;Bruno Alves;Ref 27978625
FT;FT 2025/8099;2024-10-13;2026-11-30;Zeta Industries Lda;PT186533513;ART045;Artigo ART045 - Lote 6128;78;M3;1068.06;2;6;81642.51;4898.55;86541.06;AZ03;Pedro Fernandes;Ref 93091577
NC;NC 2025/6051;2025-08-21;2026-06-05;ACME Lda;PT376032876;ART012;Artigo ART012 - Lote 7756;500;UN;1565.72;1;23;775031.40;178257.22;953288.62;AZ01;Rui Costa;Ref 32351391
FT;FT 2025/3048;2024-05-17;2025-02-09;Kappa Manufacturing Lda;PT275611693;ART002;Artigo ART002 - Lote 9081;76;L;2883.04;7;13;203773.27;26490.53;230263.80;AZ02;Bruno Alves;Ref 03168471
NC;NC 2025/1226;2025-12-31;2026-02-17;Gama Corp;PT766982613;ART033;Artigo ART033 - Lote 3833;89;KG;1066.25;11;6;84457.66;5067.46;89525.12;AZ05;Carlos Oliveira;Ref 04840543
RG;RG 2025/0043;2025-05-15;2026-07-25;Zeta Industries Lda;PT461603385;ART050;Artigo ART050 - Lote 6911;293;M;2679.06;10;6;706468.12;42388.09;748856.21;AZ03;Rui Costa;Ref 34409017
FR;FR 2025/1250;2025-06-24;2026-10-01;Theta Group Lda;PT649095584;ART001;Artigo ART001 - Lote 5833;472;M3;2052.97;3;13;939931.78;122191.13;1062122.91;AZ05;Catarina Lopes;Ref 24295114
RG;RG 2025/9223;2026-02-22;2026-05-26;Epsilon Tech SA;PT186673605;ART025;Artigo ART025 - Lote 3387;479;L;1356.19;12;23;571661.21;131482.08;703143.29;AZ05;Rui Costa;Ref 94119897
FT;FT 2025/1792;2024-02-18;2025-10-09;Iota Services SA;PT885841871;ART003;Artigo ART003 - Lote 0808;198;M3;1551.72;5;23;291878.53;67132.06;359010.59;AZ02;João Silva;Ref 40587747
FT;FT 2025/0803;2024-03-05;2025-09-27;Kappa Manufacturing Lda;PT102182792;ART055;Artigo ART055 - Lote 7647;28;M;2630.56;6;6;69236.34;4154.18;73390.52;AZ05;Pedro Fernandes;Ref 88983523
ND;ND 2025/0421;2026-07-14;2025-01-06;Kappa Manufacturing Lda;PT199709677;ART045;Artigo ART045 - Lote 8671;283;CX;2486.09;4;6;675420.93;40525.26;715946.19;AZ04;Sofia Martins;Ref 18367943
ND;ND 2025/1995;2025-07-01;2025-07-30;Beta Solutions SA;PT646309427;ART021;Artigo ART021 - Lote 0108;227;KG;1744.14;3;23;384042.19;88329.70;472371.89;AZ05;João Silva;Ref 04507626
ND;ND 2025/6030;2024-09-30;2025-03-15;Beta Solutions SA;PT982930875;ART003;Artigo ART003 - Lote 3640;102;L;2119.73;4;23;207563.96;47739.71;255303.67;AZ01;Maria Santos;Ref 02372622
RG;RG 2025/1431;2024-12-20;2025-02-10;Eta Consulting SA;PT829312611;ART040;Artigo ART040 - Lote 9387;65;UN;2295.26;5;13;141732.31;18425.20;160157.51;AZ02;Rui Costa;Ref 42222288
NC;NC 2025/1965;2026-10-05;2025-06-30;Eta Consulting SA;PT507656599;ART015;Artigo ART015 - Lote 7877;465;CX;315.59;6;13;137944.39;17932.77;155877.16;AZ01;Carlos Oliveira;Ref 94012605
FR;FR 2025/5266;2024-01-19;2025-05-24;Zeta Industries Lda;PT197860888;ART012;Artigo ART012 - Lote 3180;175;CX;168.37;13;13;25634.33;3332.46;28966.79;AZ03;Maria Santos;Ref 97065495
FR;FR 2025/6430;2024-06-30;2025-01-14;Beta Solutions SA;PT079189846;ART055;Artigo ART055 - Lote 1500;4;UN;1827.79;0;23;7311.16;1681.57;8992.73;AZ02;Carlos Oliveira;Ref 38243035
FR;FR 2025/2320;2025-03-14;2026-02-25;Kappa Manufacturing Lda;PT105480053;ART012;Artigo ART012 - Lote 8459;180;L;2051.08;0;6;369194.40;22151.66;391346.06;AZ01;Bruno Alves;Ref 50728668
RG;RG 2025/1263;2025-07-19;2026-02-14;Eta Consulting SA;PT611434978;ART003;Artigo ART003 - Lote 7376;82;CX;2772.13;8;23;209129.49;48099.78;257229.27;AZ02;Pedro Fernandes;Ref 41711716
ND;ND 2025/7687;2026-12-21;2026-02-12;Zeta Industries Lda;PT369768698;ART001;Artigo ART001 - Lote 0197;358;KG;75.78;11;13;24145.02;3138.85;27283.87;AZ01;João Silva;Ref 03456760
RG;RG 2025/4720;2024-02-24;2025-02-12;Delta Serviços Lda;PT224513921;ART040;Artigo ART040 - Lote 1351;372;KG;2341.75;8;23;801440.52;184331.32;985771.84;AZ04;Bruno Alves;Ref 31579150
FT;FT 2025/3829;2025-12-12;2025-03-12;Eta Consulting SA;PT235834293;ART030;Artigo ART030 - Lote 3227;451;M2;862.54;15;23;330654.71;76050.58;406705.29;AZ02;Catarina Lopes;Ref 88429765
ND;ND 2025/5094;2024-10-24;2025-11-03;Delta Serviços Lda;PT322628772;ART021;Artigo ART021 - Lote 6514;445;KG;2849.72;7;23;1179356.62;271252.02;1450608.64;AZ01;Sofia Martins;Ref 79807910
FR;FR 2025/9248;2026-10-09;2025-03-29;Gama Corp;PT794720424;ART055;Artigo ART055 - Lote 9320;302;M2;2991.15;15;13;767828.21;99817.67;867645.88;AZ02;Pedro Fernandes;Ref 85698976
FR;FR 2025/3108;2026-05-25;2025-07-14;Iota Services SA;PT868616651;ART050;Artigo ART050 - Lote 3103;172;KG;2023.24;1;23;344517.31;79238.98;423756.29;AZ01;Pedro Fernandes;Ref 92435136
RG;RG 2025/5506;2026-04-13;2025-03-09;Iota Services SA;PT329952675;ART045;Artigo ART045 - Lote 9533;480;M2;2331.23;1;6;1107800.50;66468.03;1174268.53;AZ03;Maria Santos;Ref 25933776
NC;NC 2025/3509;2026-05-18;2026-08-08;Gama Corp;PT026650985;ART012;Artigo ART012 - Lote 5172;104;M3;535.08;3;23;53978.87;12415.14;66394.01;AZ01;Pedro Fernandes;Ref 91318700
ND;ND 2025/8623;2024-03-04;2026-05-29;Gama Corp;PT942331602;ART033;Artigo ART033 - Lote 4360;13;L;2770.08;15;13;30609.38;3979.22;34588.60;AZ05;Sofia Martins;Ref 23412102
NC;NC 2025/6955;2024-02-22;2025-06-08;Zeta Industries Lda;PT728714265;ART015;Artigo ART015 - Lote 6246;201;M3;2651.80;3;13;517021.45;67212.79;584234.24;AZ04;Bruno Alves;Ref 88256063
NC;NC 2025/2716;2026-07-04;2025-08-14;Iota Services SA;PT574096961;ART003;Artigo ART003 - Lote 4811;167;M2;1576.36;6;13;247456.99;32169.41;279626.40;AZ02;Bruno Alves;Ref 05343436
FR;FR 2025/5768;2026-02-04;2026-04-15;Eta Consulting SA;PT210509714;ART045;Artigo ART045 - Lote 7644;496;CX;1773.04;12;6;773896.50;46433.79;820330.29;AZ02;Bruno Alves;Ref 11087924
FT;FT 2025/8674;2026-01-26;2025-06-20;ACME Lda;PT397574785;ART045;Artigo ART045 - Lote 5321;180;L;2830.07;15;6;433000.71;25980.04;458980.75;AZ05;Nuno Rodrigues;Ref 27662829
NC;NC 2025/2276;2024-06-11;2025-12-03;Iota Services SA;PT094354779;ART001;Artigo ART001 - Lote 6156;204;KG;2005.04;4;6;392667.03;23560.02;416227.05;AZ05;Maria Santos;Ref 91736310
FR;FR 2025/8288;2026-11-19;2026-07-19;Gama Corp;PT810510610;ART001;Artigo ART001 - Lote 3186;404;UN;2913.92;15;6;1000640.13;60038.41;1060678.54;AZ02;Catarina Lopes;Ref 87335818
FT;FT 2025/8772;2024-01-29;2025-11-21;Kappa Manufacturing Lda;PT744468174;ART015;Artigo ART015 - Lote 7450;108;L;919.14;10;6;89340.41;5360.42;94700.83;AZ01;Bruno Alves;Ref 06172942
FR;FR 2025/0608;2025-01-20;2026-12-03;ACME Lda;PT329476048;ART045;Artigo ART045 - Lote 0424;193;KG;2598.46;10;13;451352.50;58675.82;510028.32;AZ01;Bruno Alves;Ref 02519139
NC;NC 2025/3113;2024-01-18;2026-01-17;Zeta Industries Lda;PT038796252;ART001;Artigo ART001 - Lote 0155;420;PC;15.21;5;23;6068.79;1395.82;7464.61;AZ05;Bruno Alves;Ref 04730249
FR;FR 2025/6072;2026-10-20;2025-08-19;Gama Corp;PT832051077;ART055;Artigo ART055 - Lote 6273;434;PC;2320.97;14;23;866278.84;199244.13;1065522.97;AZ04;Ana Pereira;Ref 84441223
FT;FT 2025/8221;2025-07-24;2025-11-01;ACME Lda;PT395087558;ART030;Artigo ART030 - Lote 2438;79;PC;741.42;7;13;54472.13;7081.38;61553.51;AZ03;Pedro Fernandes;Ref 84734145
FT;FT 2025/6570;2024-03-26;2026-07-24;Eta Consulting SA;PT204776087;ART015;Artigo ART015 - Lote 3396;12;CX;313.51;1;13;3724.50;484.19;4208.69;AZ03;Carlos Oliveira;Ref 53034828
RG;RG 2025/4568;2026-10-29;2025-08-16;Eta Consulting SA;PT416148499;ART055;Artigo ART055 - Lote 0455;246;L;2331.61;5;6;544897.26;32693.84;577591.10;AZ04;Nuno Rodrigues;Ref 10343931
NC;NC 2025/3454;2026-07-26;2025-07-15;Epsilon Tech SA;PT274359267;ART021;Artigo ART021 - Lote 7362;7;PC;1649.73;3;13;11201.67;1456.22;12657.89;AZ05;Bruno Alves;Ref 51419226
FR;FR 2025/7667;2024-06-15;2025-09-07;Zeta Industries Lda;PT877208416;ART018;Artigo ART018 - Lote 6134;433;PC;1164.49;0;23;504224.17;115971.56;620195.73;AZ03;Bruno Alves;Ref 11990233
NC;NC 2025/7776;2025-04-09;2026-08-06;Beta Solutions SA;PT795346070;ART002;Artigo ART002 - Lote 7390;340;L;2209.92;13;13;653694.34;84980.26;738674.60;AZ04;João Silva;Ref 87263026
ND;ND 2025/6060;2024-07-20;2026-11-22;Epsilon Tech SA;PT715703551;ART007;Artigo ART007 - Lote 9854;24;M2;1890.82;13;23;39480.32;9080.47;48560.79;AZ01;Maria Santos;Ref 65038254
FT;FT 2025/2056;2025-06-24;2025-02-03;Gama Corp;PT529357316;ART030;Artigo ART030 - Lote 8453;412;KG;357.01;0;13;147088.12;19121.46;166209.58;AZ05;Maria Santos;Ref 82616919
RG;RG 2025/1448;2024-04-21;2025-07-10;Kappa Manufacturing Lda;PT734407523;ART007;Artigo ART007 - Lote 5483;186;KG;1854.07;13;6;300025.61;18001.54;318027.15;AZ01;Bruno Alves;Ref 93492573
RG;RG 2025/5719;2025-11-28;2026-07-17;Gama Corp;PT708156748;ART003;Artigo ART003 - Lote 8265;433;M;1371.95;6;23;558411.09;128434.55;686845.64;AZ04;João Silva;Ref 24979017
FT;FT 2025/3115;2025-11-29;2025-03-28;Iota Services SA;PT025635100;ART001;Artigo ART001 - Lote 5717;315;PC;18.61;0;23;5862.15;1348.29;7210.44;AZ03;Nuno Rodrigues;Ref 53188808
FR;FR 2025/7143;2024-09-03;2026-10-13;Zeta Industries Lda;PT340722319;ART055;Artigo ART055 - Lote 0122;399;M;2411.56;5;23;914101.82;210243.42;1124345.24;AZ05;Carlos Oliveira;Ref 28334640
RG;RG 2025/1924;2025-10-13;2025-01-26;Zeta Industries Lda;PT903745609;ART018;Artigo ART018 - Lote 1954;78;M3;2435.31;9;13;172858.30;22471.58;195329.88;AZ05;Nuno Rodrigues;Ref 64349419
FR;FR 2025/1002;2024-04-04;2025-01-31;Epsilon Tech SA;PT804725385;ART018;Artigo ART018 - Lote 4228;232;M;2412.35;11;6;498102.03;29886.12;527988.15;AZ03;Maria Santos;Ref 57146742
NC;NC 2025/6235;2026-06-04;2026-04-26;Beta Solutions SA;PT394011489;ART045;Artigo ART045 - Lote 9426;359;CX;2721.92;2;13;957625.89;124491.37;1082117.26;AZ02;Bruno Alves;Ref 66887067
FT;FT 2025/7396;2024-08-08;2025-05-27;ACME Lda;PT809830195;ART015;Artigo ART015 - Lote 4922;203;M3;1040.69;14;6;181683.66;10901.02;192584.68;AZ02;Rui Costa;Ref 79753277
RG;RG 2025/9913;2024-03-07;2025-03-17;Theta Group Lda;PT489110152;ART018;Artigo ART018 - Lote 7617;439;KG;1040.19;15;13;388146.90;50459.10;438606.00;AZ04;Maria Santos;Ref 76696965
FR;FR 2025/0809;2024-06-05;2026-11-16;Kappa Manufacturing Lda;PT052390897;ART040;Artigo ART040 - Lote 4185;454;KG;1727.05;7;23;729195.05;167714.86;896909.91;AZ01;Bruno Alves;Ref 78093491
ND;ND 2025/2167;2025-08-31;2025-11-09;Iota Services SA;PT719848009;ART012;Artigo ART012 - Lote 5719;357;UN;27.50;9;23;8933.93;2054.80;10988.73;AZ04;João Silva;Ref 02592942
NC;NC 2025/5787;2026-04-24;2025-08-12;ACME Lda;PT198469532;ART025;Artigo ART025 - Lote 1032;260;M;1450.70;9;6;343235.62;20594.14;363829.76;AZ04;Catarina Lopes;Ref 19176343
FT;FT 2025/7085;2025-12-23;2025-10-08;ACME Lda;PT566520576;ART012;Artigo ART012 - Lote 8052;318;PC;1526.04;7;13;451311.07;58670.44;509981.51;AZ01;Sofia Martins;Ref 77554792
FR;FR 2025/0327;2025-07-26;2026-04-07;Beta Solutions SA;PT751222000;ART055;Artigo ART055 - Lote 0072;76;UN;2392.23;9;23;165446.63;38052.72;203499.35;AZ01;Catarina Lopes;Ref 86204332
ND;ND 2025/6071;2025-03-22;2025-12-19;Iota Services SA;PT130782933;ART045;Artigo ART045 - Lote 0230;61;M3;2379.35;10;6;130626.32;7837.58;138463.90;AZ01;Rui Costa;Ref 83474416
RG;RG 2025/2762;2025-03-22;2025-02-19;ACME Lda;PT008278298;ART025;Artigo ART025 - Lote 4777;169;KG;2311.61;1;6;386755.47;23205.33;409960.80;AZ01;Nuno Rodrigues;Ref 40497554
RG;RG 2025/5878;2024-11-22;2025-05-17;Gama Corp;PT007373936;ART045;Artigo ART045 - Lote 8551;349;M3;443.68;8;13;142456.77;18519.38;160976.15;AZ03;Bruno Alves;Ref 20937527
NC;NC 2025/9127;2025-08-18;2026-12-22;Gama Corp;PT844033240;ART033;Artigo ART033 - Lote 7674;225;PC;2472.34;11;6;495086.09;29705.17;524791.26;AZ02;Nuno Rodrigues;Ref 32803336
NC;NC 2025/5738;2024-03-11;2026-10-04;Epsilon Tech SA;PT479098833;ART050;Artigo ART050 - Lote 3762;41;M3;2758.03;12;6;99509.72;5970.58;105480.30;AZ05;Sofia Martins;Ref 58816675
FT;FT 2025/9003;2024-04-25;2026-07-02;Gama Corp;PT091419909;ART003;Artigo ART003 - Lote 4821;150;KG;1156.39;3;13;168254.75;21873.12;190127.87;AZ05;Rui Costa;Ref 88572680
RG;RG 2025/0912;2024-12-18;2026-10-27;ACME Lda;PT711657183;ART033;Artigo ART033 - Lote 4064;131;KG;1771.58;9;23;211190.05;48573.71;259763.76;AZ01;Rui Costa;Ref 80689768
ND;ND 2025/0239;2026-10-28;2025-10-25;ACME Lda;PT298190840;ART030;Artigo ART030 - Lote 6480;119;KG;1117.23;13;13;115666.82;15036.69;130703.51;AZ04;Sofia Martins;Ref 92028572
FT;FT 2025/1970;2026-06-30;2026-06-09;Delta Serviços Lda;PT492917152;ART045;Artigo ART045 - Lote 3693;276;M2;2936.82;15;23;688977.97;158464.93;847442.90;AZ04;Nuno Rodrigues;Ref 07447126
FR;FR 2025/8699;2026-01-21;2026-12-08;Zeta Industries Lda;PT349852842;ART040;Artigo ART040 - Lote 5505;351;PC;712.32;9;13;227522.13;29577.88;257100.01;AZ04;Maria Santos;Ref 36497658
RG;RG 2025/9387;2026-03-27;2026-11-17;Theta Group Lda;PT006379207;ART050;Artigo ART050 - Lote 7294;433;M2;2761.84;14;13;1028453.98;133699.02;1162153.00;AZ05;Bruno Alves;Ref 52148358
FT;FT 2025/7005;2025-06-08;2026-09-18;Iota Services SA;PT988152484;ART050;Artigo ART050 - Lote 1531;489;PC;2372.85;0;6;1160323.65;69619.42;1229943.07;AZ01;Bruno Alves;Ref 27016043
